siempre	1012426,ADVERB
aplique	4360,NOUN,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SINGULAR,SUBJ
intruso	4360,ADJECTIVE,NOUN,VERB,SINGULAR
reverso	4360,NOUN,VERB,SINGULAR
estigma	4356,NOUN,SINGULAR
reporte	4351,NOUN,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SINGULAR,SUBJ
picante	4344,ADJECTIVE,NOUN,SINGULAR
aullido	4342,NOUN,SINGULAR
absorto	4328,ADJECTIVE
doquier	4312,ADVERB
verdura	4312,NOUN,SINGULAR
agradar	4311,VERB
mirador	4308,NOUN,SINGULAR
notoria	4306,ADJECTIVE
bufanda	4303,NOUN,SINGULAR
exhibir	4297,VERB
fingida	4288,ADJECTIVE,PARTICIPLE
exentos	4287,ADJECTIVE
maestre	4283,NOUN,SINGULAR
pellejo	4280,NOUN,SINGULAR
mareada	4278,ADJECTIVE,PARTICIPLE
exactas	4262,ADJECTIVE
acordes	4261,ADJECTIVE,NOUN,PLURAL
bendito	4258,ADJECTIVE,NOUN,PARTICIPLE,SINGULAR
vicioso	4234,ADJECTIVE
letargo	4230,NOUN,SINGULAR
blandos	4212,ADJECTIVE
experta	4212,NOUN,ADJECTIVE,SINGULAR
revuelo	4195,NOUN,VERB,SINGULAR
ensayar	4193,VERB
alergia	4186,NOUN,SINGULAR
liderar	4177,VERB
acabada	4175,NOUN,ADJECTIVE,PARTICIPLE,SINGULAR
erguido	4168,ADJECTIVE,PARTICIPLE
cubanos	4151,ADJECTIVE,NOUN,PLURAL
esbelta	4143,ADJECTIVE
intriga	4141,NOUN,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SINGULAR
ruidoso	4133,ADJECTIVE
doblado	4128,ADJECTIVE,PARTICIPLE
suicida	4128,ADJECTIVE,NOUN,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SINGULAR
rejilla	4126,NOUN,SINGULAR
maduros	4120,ADJECTIVE,NOUN,PLURAL
tableta	4120,NOUN,SINGULAR
afeitar	4087,VERB
canalla	4082,NOUN,SINGULAR
residuo	4080,NOUN,SINGULAR
decorar	4075,VERB
clavado	4074,ADJECTIVE,INTERJECTION,NOUN,PARTICIPLE,SINGULAR
poblada	4069,NOUN,ADJECTIVE,PARTICIPLE,SINGULAR
ahogada	4053,NOUN,PARTICIPLE,SINGULAR
prender	4052,VERB
relatar	4051,VERB
estrofa	4050,NOUN,SINGULAR
recitar	4032,VERB
madrina	4024,NOUN,SINGULAR
brigada	4023,NOUN,SINGULAR
montada	4023,ADJECTIVE,PARTICIPLE
enviada	4010,NOUN,PARTICIPLE,SINGULAR
latinos	4000,ADJECTIVE,NOUN,VERB,IMP,INFLECTED_FORM,PLURAL
soleado	3999,ADJECTIVE,PARTICIPLE
simular	3995,VERB
secular	3985,ADJECTIVE
rellano	3983,NOUN,SINGULAR
metidos	3981,ADJECTIVE,PARTICIPLE
negrura	3980,NOUN,SINGULAR
idiotas	3978,ADJECTIVE,NOUN,PLURAL
deseoso	3977,ADJECTIVE
torcida	3976,NOUN,ADJECTIVE,PARTICIPLE,SINGULAR
encarar	3975,VERB
borrado	3962,ADJECTIVE,NOUN,PARTICIPLE,SINGULAR
afrenta	3959,NOUN,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SINGULAR
variado	3959,ADJECTIVE,PARTICIPLE
egipcia	3953,NOUN,ADJECTIVE,SINGULAR
emisora	3952,NOUN,ADJECTIVE,SINGULAR
lechuga	3949,NOUN,INTERJECTION,SINGULAR
relajar	3949,VERB
severas	3933,ADJECTIVE
esbozar	3930,VERB
piadoso	3923,ADJECTIVE
comunal	3919,ADJECTIVE
perenne	3913,ADJECTIVE
ambigua	3899,ADJECTIVE
editora	3899,NOUN,SINGULAR
agrario	3897,ADJECTIVE
donante	3869,ADJECTIVE,NOUN,SINGULAR
fallido	3862,ADJECTIVE,PARTICIPLE
delegar	3852,VERB
alentar	3849,VERB
heroica	3846,ADJECTIVE
altavoz	3825,NOUN,SINGULAR
quietos	3821,ADJECTIVE
madurar	3819,VERB
recrear	3812,VERB
sensata	3807,ADJECTIVE
picados	3798,ADJECTIVE,NOUN,PARTICIPLE,PLURAL
casadas	3792,ADJECTIVE,NOUN,PARTICIPLE,PLURAL
cuidada	3786,ADJECTIVE,PARTICIPLE
hispano	3784,ADJECTIVE
adultas	3772,ADJECTIVE,NOUN,PLURAL
enterar	3763,VERB
tirados	3753,ADJECTIVE,NOUN,PARTICIPLE,PLURAL
vicario	3753,NOUN,SINGULAR
masivos	3752,ADJECTIVE
ambiguo	3749,ADJECTIVE
paterno	3749,ADJECTIVE
candado	3747,NOUN,PARTICIPLE,SINGULAR
devorar	3738,VERB
tractor	3731,ADJECTIVE,NOUN,SINGULAR
vajilla	3731,NOUN,SINGULAR
sortear	3710,VERB
carnero	3708,NOUN,SINGULAR
adjunto	3707,ADJECTIVE,ADVERB,VERB
marisco	3707,NOUN,VERB,SINGULAR
paisano	3707,NOUN,SINGULAR
heredar	3706,VERB
asustar	3705,VERB
sellado	3703,ADJECTIVE,PARTICIPLE
conjuro	3700,NOUN,VERB,SINGULAR
patrona	3700,NOUN,SINGULAR
plasmar	3698,VERB
azulado	3697,ADJECTIVE,PARTICIPLE
indigno	3693,ADJECTIVE,VERB
sumando	3690,NOUN,VERB,INFLECTED_FORM,PRES_PART,SINGULAR
villano	3675,ADJECTIVE,NOUN,SINGULAR
anzuelo	3668,NOUN,SINGULAR
apremio	3661,NOUN,VERB,SINGULAR
bordado	3658,ADJECTIVE,ADVERB,NOUN,PARTICIPLE,SINGULAR
calibre	3650,NOUN,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SINGULAR,SUBJ
cantina	3649,NOUN,SINGULAR
latitud	3649,NOUN,SINGULAR
acogido	3648,NOUN,PARTICIPLE,SINGULAR
propina	3646,NOUN,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SINGULAR
tomillo	3643,NOUN,SINGULAR
alarido	3631,NOUN,SINGULAR
bacalao	3629,NOUN,SINGULAR
fechada	3623,ADJECTIVE,PARTICIPLE
heredad	3622,NOUN,VERB,IMP,INFLECTED_FORM,SINGULAR
vividas	3620,ADJECTIVE,PARTICIPLE
teorema	3618,NOUN,SINGULAR
doblada	3617,ADJECTIVE,PARTICIPLE
eclipse	3604,NOUN,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SINGULAR,SUBJ
girasol	3598,NOUN,SINGULAR
parodia	3596,NOUN,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SINGULAR
recorte	3596,NOUN,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SINGULAR,SUBJ
gitanos	3592,ADJECTIVE,NOUN,PLURAL
huestes	3592,ADJECTIVE,NOUN,PLURAL
remotas	3587,ADJECTIVE
sonoras	3580,ADJECTIVE
genital	3578,ADJECTIVE,NOUN,SINGULAR
jurista	3570,NOUN,SINGULAR
bromear	3568,VERB
audible	3545,ADJECTIVE
barbero	3545,NOUN,SINGULAR
inmoral	3538,ADJECTIVE
inferir	3534,VERB
sangrar	3523,VERB
acusada	3516,NOUN,ADJECTIVE,PARTICIPLE,SINGULAR
masivas	3515,ADJECTIVE
exactos	3502,ADJECTIVE,NOUN,PLURAL
maligna	3502,ADJECTIVE
rendija	3500,NOUN,SINGULAR
andaluz	3492,ADJECTIVE,NOUN,SINGULAR
tabique	3469,NOUN,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SINGULAR,SUBJ
blandas	3466,ADJECTIVE,VERB,INFLECTED_FORM,SUBJ
pesadez	3461,NOUN,SINGULAR
aparcar	3460,VERB
aplacar	3460,VERB
costosa	3460,ADJECTIVE
divisar	3455,VERB
certero	3447,ADJECTIVE
fundido	3447,ADJECTIVE,PARTICIPLE
granada	3447,NOUN,ADJECTIVE,PARTICIPLE,SINGULAR
alterna	3441,ADJECTIVE,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM
igualar	3439,VERB
agrupar	3432,VERB
caldera	3424,NOUN,ADJECTIVE,SINGULAR
vendaje	3416,NOUN,SINGULAR
desgana	3413,NOUN,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SINGULAR
dictado	3411,NOUN,PARTICIPLE,SINGULAR
ingerir	3407,VERB
herrero	3403,NOUN,SINGULAR
despojo	3391,NOUN,VERB,SINGULAR
cribado	3390,NOUN,PARTICIPLE,SINGULAR
acertar	3387,VERB
obreras	3385,ADJECTIVE,NOUN,PLURAL
fiereza	3384,NOUN,SINGULAR
afilado	3383,ADJECTIVE,NOUN,PARTICIPLE,SINGULAR
percibo	3382,NOUN,VERB,SINGULAR
arraigo	3375,NOUN,VERB,SINGULAR
severos	3365,ADJECTIVE
reunida	3358,ADJECTIVE,PARTICIPLE
consola	3353,NOUN,SINGULAR
nupcial	3336,ADJECTIVE
hormiga	3334,NOUN,SINGULAR
baratas	3333,ADJECTIVE,NOUN,VERB,PLURAL
disipar	3333,VERB
mitades	3331,ADJECTIVE,NOUN,PLURAL
guiados	3330,ADJECTIVE,PARTICIPLE
ruidosa	3328,ADJECTIVE
motoras	3314,ADJECTIVE,NOUN,PLURAL
tendida	3314,ADJECTIVE,PARTICIPLE
ahondar	3307,VERB
reponer	3306,VERB
borroso	3305,ADJECTIVE
lavanda	3290,NOUN,SINGULAR
centavo	3289,ADJECTIVE,NOUN,SINGULAR
heladas	3286,ADJECTIVE,NOUN,PARTICIPLE,PLURAL
tambien	3286,ADVERB
adivina	3262,NOUN,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SINGULAR
enseres	3262,NOUN,SINGULAR
hispana	3260,ADJECTIVE
voltear	3258,VERB
anclaje	3256,NOUN,SINGULAR
rendido	3255,ADJECTIVE,PARTICIPLE
inodoro	3253,ADJECTIVE,NOUN,SINGULAR
retablo	3249,NOUN,SINGULAR
agravio	3247,NOUN,VERB,SINGULAR
infamia	3246,NOUN,SINGULAR
erudito	3241,ADJECTIVE,NOUN,SINGULAR
ideario	3240,NOUN,SINGULAR
herejes	3229,ADJECTIVE,NOUN,PLURAL
placebo	3229,NOUN,SINGULAR
estrato	3228,NOUN,SINGULAR
bruscos	3227,ADJECTIVE
sabroso	3225,ADJECTIVE
desatar	3221,VERB
tostado	3217,ADJECTIVE,NOUN,PARTICIPLE,SINGULAR
usuales	3211,ADJECTIVE
bandido	3210,NOUN,SINGULAR
esbelto	3210,ADJECTIVE
fugaces	3210,ADJECTIVE
derrame	3206,NOUN,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SINGULAR,SUBJ
amargas	3205,ADJECTIVE,VERB
regente	3205,NOUN,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SINGULAR,SUBJ
vitrina	3204,NOUN,SINGULAR
emerger	3200,VERB
ajetreo	3175,NOUN,VERB,SINGULAR
malaria	3171,NOUN,SINGULAR
marcial	3164,ADJECTIVE
modelar	3162,VERB
magnate	3159,NOUN,SINGULAR
innovar	3154,VERB
tallado	3153,NOUN,PARTICIPLE,SINGULAR
amuleto	3151,NOUN,SINGULAR
pliegue	3145,NOUN,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SINGULAR,SUBJ
tequila	3140,NOUN,SINGULAR
emigrar	3136,VERB
nublado	3120,ADJECTIVE,PARTICIPLE
hebreos	3112,ADJECTIVE,NOUN,PLURAL
forjado	3110,NOUN,ADJECTIVE,PARTICIPLE,SINGULAR
nodriza	3110,NOUN,SINGULAR
residir	3107,VERB
tiroteo	3102,NOUN,VERB,SINGULAR
angosto	3100,ADJECTIVE,VERB
lectora	3094,NOUN,ADJECTIVE,SINGULAR
verdoso	3094,ADJECTIVE
acostar	3092,VERB
quejido	3091,NOUN,SINGULAR
adictos	3072,ADJECTIVE,NOUN,PLURAL
costera	3069,NOUN,ADJECTIVE,SINGULAR
perecer	3062,VERB
premura	3062,NOUN,SINGULAR
emotivo	3060,ADJECTIVE,NOUN,SINGULAR
rebajar	3059,VERB
entrego	3053,NOUN,VERB,SINGULAR
glacial	3050,ADJECTIVE
asesina	3045,NOUN,ADJECTIVE,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SINGULAR
fealdad	3029,NOUN,SINGULAR
fichero	3029,NOUN,SINGULAR
tiernos	3028,ADJECTIVE
numeral	3026,NOUN,SINGULAR
eslogan	3016,NOUN,SINGULAR
gemelas	3013,ADJECTIVE,NOUN,PLURAL
desmayo	2998,NOUN,VERB,SINGULAR
podrido	2998,ADJECTIVE,PARTICIPLE
complot	2995,NOUN,SINGULAR
ingente	2994,ADJECTIVE
tostada	2989,NOUN,ADJECTIVE,PARTICIPLE,SINGULAR
tocante	2988,ADJECTIVE
matinal	2978,ADJECTIVE
mortero	2978,NOUN,SINGULAR
rotunda	2976,ADJECTIVE
escupir	2974,VERB
epopeya	2973,NOUN,SINGULAR
podrida	2973,ADJECTIVE,PARTICIPLE
morfina	2967,NOUN,SINGULAR
pegadas	2965,ADJECTIVE,NOUN,PARTICIPLE,PLURAL
puchero	2963,NOUN,SINGULAR
ciertos	2961,ADJECTIVE,DETERMINER
femoral	2959,ADJECTIVE
nocivos	2959,ADJECTIVE
cursiva	2958,NOUN,ADJECTIVE,SINGULAR
racista	2957,ADJECTIVE,NOUN,SINGULAR
funesto	2955,ADJECTIVE
ginebra	2951,NOUN,SINGULAR
carroza	2949,NOUN,ADJECTIVE,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SINGULAR
cantera	2947,NOUN,SINGULAR
errante	2947,ADJECTIVE
rabioso	2947,ADJECTIVE
emotiva	2946,NOUN,ADJECTIVE,SINGULAR
sonoros	2934,ADJECTIVE
exentas	2933,ADJECTIVE,VERB
varonil	2928,ADJECTIVE
plagado	2922,ADJECTIVE,PARTICIPLE
cerezas	2919,ADJECTIVE,NOUN,PLURAL
aprieto	2916,NOUN,VERB,SINGULAR
letrado	2914,ADJECTIVE,NOUN,SINGULAR
enclave	2913,NOUN,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SINGULAR,SUBJ
gallego	2909,ADJECTIVE,NOUN,SINGULAR
deseosa	2908,ADJECTIVE
devengo	2906,NOUN,VERB,SINGULAR
acallar	2904,VERB
bostezo	2903,NOUN,VERB,SINGULAR
esperma	2903,NOUN,SINGULAR
fornido	2902,ADJECTIVE
palmera	2893,NOUN,ADJECTIVE,SINGULAR
inmersa	2892,ADJECTIVE
retrete	2884,NOUN,SINGULAR
neurona	2867,NOUN,SINGULAR
jeringa	2866,NOUN,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SINGULAR
congoja	2865,NOUN,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SINGULAR
levante	2861,NOUN,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SINGULAR,SUBJ
acampar	2854,VERB
mediada	2848,ADJECTIVE,PARTICIPLE
asfixia	2845,NOUN,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SINGULAR
torcido	2834,ADJECTIVE,NOUN,PARTICIPLE,SINGULAR
abatida	2833,ADJECTIVE,PARTICIPLE
rematar	2833,VERB
cogidos	2832,ADJECTIVE,NOUN,PARTICIPLE,PLURAL
riberas	2830,ADJECTIVE,NOUN,PLURAL
adverso	2828,ADJECTIVE,VERB
quebrar	2826,VERB
mutismo	2825,NOUN,SINGULAR
quimera	2823,NOUN,SINGULAR
rotundo	2822,ADJECTIVE
periplo	2821,NOUN,SINGULAR
rehacer	2816,VERB
amnesia	2813,NOUN,SINGULAR
tiranos	2806,ADJECTIVE,NOUN,VERB,IMP,INFLECTED_FORM,PLURAL
machete	2804,NOUN,SINGULAR
sufrida	2796,ADJECTIVE,PARTICIPLE
escoria	2793,NOUN,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SINGULAR
zozobra	2792,NOUN,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SINGULAR
indigna	2790,ADJECTIVE,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM
violado	2783,ADJECTIVE,PARTICIPLE
atroces	2782,ADJECTIVE
fragata	2777,NOUN,SINGULAR
grosera	2776,ADJECTIVE
esmalte	2774,NOUN,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SINGULAR,SUBJ
fechado	2769,ADJECTIVE,PARTICIPLE
validar	2769,VERB
jesuita	2766,NOUN,ADJECTIVE,SINGULAR
reguero	2753,NOUN,SINGULAR
mojados	2752,ADJECTIVE,NOUN,PARTICIPLE,PLURAL
paridad	2749,NOUN,SINGULAR
cocidos	2747,ADJECTIVE,NOUN,PARTICIPLE,PLURAL
corrida	2744,NOUN,ADJECTIVE,PARTICIPLE,SINGULAR
soborno	2743,NOUN,VERB,SINGULAR
aludido	2741,ADJECTIVE,PARTICIPLE
jugadas	2737,ADJECTIVE,NOUN,PARTICIPLE,PLURAL
arribar	2736,VERB
paganos	2732,ADJECTIVE,NOUN,VERB,IMP,INFLECTED_FORM,PLURAL
falacia	2728,NOUN,SINGULAR
indulto	2717,NOUN,VERB,SINGULAR
criolla	2715,NOUN,ADJECTIVE,SINGULAR
ardilla	2712,NOUN,SINGULAR
barroca	2708,ADJECTIVE
barroco	2707,ADJECTIVE
alfiler	2704,NOUN,SINGULAR
auditor	2702,NOUN,SINGULAR
murales	2697,ADJECTIVE,NOUN,VERB,IMP,INFLECTED_FORM,PLURAL
cocidas	2692,ADJECTIVE,PARTICIPLE
bolsita	2691,NOUN,SINGULAR
bipolar	2682,ADJECTIVE
tisular	2677,ADJECTIVE
necedad	2675,NOUN,SINGULAR
estorbo	2670,NOUN,VERB,SINGULAR
galante	2670,ADJECTIVE
tiernas	2670,ADJECTIVE
alertas	2666,ADJECTIVE,NOUN,VERB,PLURAL
sofocar	2665,VERB
cartero	2660,NOUN,SINGULAR
gallega	2659,NOUN,ADJECTIVE,SINGULAR
resonar	2656,VERB
colmena	2646,NOUN,SINGULAR
ahumado	2645,ADJECTIVE,PARTICIPLE
barullo	2645,NOUN,SINGULAR
pausada	2635,ADJECTIVE,PARTICIPLE
rodillo	2633,NOUN,SINGULAR
pupitre	2628,NOUN,SINGULAR
sabrosa	2628,ADJECTIVE
gutural	2627,ADJECTIVE
cornisa	2616,NOUN,SINGULAR
voltaje	2615,NOUN,SINGULAR
injuria	2608,NOUN,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SINGULAR
pulgada	2608,NOUN,SINGULAR
arquero	2607,NOUN,SINGULAR
desamor	2606,NOUN,SINGULAR
pagadas	2605,ADJECTIVE,PARTICIPLE
arcaico	2594,ADJECTIVE
diestro	2586,ADJECTIVE,NOUN,SINGULAR
latinas	2585,ADJECTIVE,NOUN,VERB,PLURAL
polacos	2584,ADJECTIVE,NOUN,PLURAL
locutor	2576,NOUN,SINGULAR
clienta	2574,NOUN,SINGULAR
librero	2571,NOUN,SINGULAR
fatales	2570,ADJECTIVE
tirador	2558,NOUN,SINGULAR
guiadas	2550,ADJECTIVE,PARTICIPLE
dotadas	2548,ADJECTIVE,PARTICIPLE
reflujo	2548,NOUN,SINGULAR
biomasa	2547,NOUN,SINGULAR
alegato	2546,NOUN,SINGULAR
bandada	2546,NOUN,ADJECTIVE,SINGULAR
objetar	2543,VERB
planteo	2543,NOUN,VERB,SINGULAR
escueta	2537,ADJECTIVE
evacuar	2536,VERB
maduras	2533,ADJECTIVE,VERB
recarga	2531,NOUN,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SINGULAR
anclado	2524,ADJECTIVE,PARTICIPLE
craneal	2524,ADJECTIVE
frescor	2524,NOUN,SINGULAR
aztecas	2522,ADJECTIVE,NOUN,PLURAL
chillar	2522,VERB
maqueta	2512,NOUN,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SINGULAR
sudario	2509,NOUN,SINGULAR
azafata	2508,NOUN,SINGULAR
espasmo	2508,NOUN,SINGULAR
otomano	2507,ADJECTIVE,NOUN,SINGULAR
prelado	2503,NOUN,SINGULAR
probada	2502,ADJECTIVE,PARTICIPLE
inertes	2501,ADJECTIVE
endeble	2495,ADJECTIVE
altivez	2492,NOUN,SINGULAR
ganados	2486,ADJECTIVE,NOUN,PARTICIPLE,PLURAL
atenuar	2484,VERB
higuera	2484,NOUN,SINGULAR
cohorte	2480,NOUN,SINGULAR
hidalgo	2480,ADJECTIVE,NOUN,SINGULAR
deforme	2468,ADJECTIVE,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SUBJ
devotos	2467,ADJECTIVE,NOUN,PLURAL
abadesa	2466,NOUN,SINGULAR
cuartas	2463,ADJECTIVE,NOUN,PLURAL
rendida	2462,ADJECTIVE,PARTICIPLE
abortar	2457,VERB
vidente	2456,NOUN,ADJECTIVE,SINGULAR
elector	2455,NOUN,SINGULAR
rosadas	2455,ADJECTIVE
quiosco	2450,NOUN,SINGULAR
adecuar	2445,VERB
derrama	2445,NOUN,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SINGULAR
sudeste	2443,NOUN,SINGULAR
espesas	2436,ADJECTIVE,VERB
renacer	2435,VERB
adornar	2433,VERB
navidad	2432,PROPER NOUN,NOUN,SINGULAR
navales	2429,ADJECTIVE
biopsia	2427,NOUN,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SINGULAR
viruela	2425,NOUN,SINGULAR
matrona	2424,NOUN,SINGULAR
mecenas	2424,NOUN,SINGULAR
diploma	2423,NOUN,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SINGULAR
operado	2420,ADJECTIVE,PARTICIPLE
fluvial	2419,ADJECTIVE
abrupto	2418,ADJECTIVE
mojadas	2417,ADJECTIVE,NOUN,PARTICIPLE,PLURAL
refutar	2417,VERB
ponente	2409,NOUN,SINGULAR
trueque	2406,NOUN,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SINGULAR,SUBJ
despues	2403,ADVERB
cercado	2402,NOUN,PARTICIPLE,SINGULAR
robados	2399,ADJECTIVE,PARTICIPLE
alcaide	2396,NOUN,SINGULAR
audaces	2395,ADJECTIVE
crudeza	2387,NOUN,SINGULAR
incesto	2385,NOUN,SINGULAR
sopesar	2379,VERB
acortar	2375,VERB
moqueta	2374,NOUN,SINGULAR
diadema	2371,NOUN,SINGULAR
moldear	2363,VERB
hinchas	2355,ADJECTIVE,NOUN,VERB,INFLECTED_FORM,PLURAL,SUBJ
autista	2354,ADJECTIVE,NOUN,SINGULAR
expedir	2352,VERB
filtrar	2352,VERB
fallida	2350,ADJECTIVE,PARTICIPLE
letales	2346,ADJECTIVE
pausado	2345,ADJECTIVE,PARTICIPLE
demente	2337,ADJECTIVE,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SUBJ
acuario	2333,NOUN,SINGULAR
anclada	2328,ADJECTIVE,PARTICIPLE
soleada	2324,ADJECTIVE,PARTICIPLE
subidas	2320,ADJECTIVE,NOUN,PARTICIPLE,PLURAL
austero	2319,ADJECTIVE
recargo	2317,NOUN,VERB,SINGULAR
cloruro	2316,NOUN,SINGULAR
abusivo	2314,ADJECTIVE
caldero	2312,ADJECTIVE,NOUN,SINGULAR
plagada	2307,ADJECTIVE,PARTICIPLE
capilar	2298,ADJECTIVE,NOUN,SINGULAR
punible	2298,ADJECTIVE
mordida	2296,NOUN,ADJECTIVE,PARTICIPLE,SINGULAR
asaltar	2294,VERB
desecho	2293,NOUN,VERB,SINGULAR
caseros	2290,ADJECTIVE,NOUN,PLURAL
silbato	2285,NOUN,SINGULAR
baranda	2283,NOUN,SINGULAR
sentida	2283,ADJECTIVE,PARTICIPLE
alertar	2282,VERB
abrupta	2281,ADJECTIVE
fecundo	2264,ADJECTIVE,VERB
angosta	2262,ADJECTIVE,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM
lactosa	2256,NOUN,SINGULAR
centeno	2252,NOUN,ADJECTIVE,SINGULAR
arcaica	2251,ADJECTIVE
garrote	2246,NOUN,SINGULAR
aliadas	2245,ADJECTIVE,NOUN,PARTICIPLE,PLURAL
nativas	2245,ADJECTIVE,NOUN,PLURAL
apenada	2242,ADJECTIVE,PARTICIPLE
azulada	2242,ADJECTIVE,PARTICIPLE
alacena	2239,NOUN,SINGULAR
cefalea	2236,NOUN,SINGULAR
garante	2236,NOUN,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SINGULAR
platino	2230,ADJECTIVE,NOUN,SINGULAR
lograda	2229,ADJECTIVE,PARTICIPLE
ahorita	2226,ADVERB
aflorar	2224,VERB
pionero	2224,ADJECTIVE,NOUN,SINGULAR
franela	2223,NOUN,SINGULAR
aureola	2216,NOUN,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SINGULAR
trocito	2214,NOUN,SINGULAR
veloces	2213,ADJECTIVE
festejo	2212,NOUN,VERB,SINGULAR
nutrido	2212,ADJECTIVE,PARTICIPLE
rebosar	2210,VERB
lunares	2208,ADJECTIVE,NOUN,PLURAL
chorizo	2206,NOUN,ADJECTIVE,VERB,SINGULAR
batidos	2194,ADJECTIVE,NOUN,PARTICIPLE,PLURAL
insigne	2192,ADJECTIVE
plumaje	2191,NOUN,SINGULAR
labrada	2187,NOUN,ADJECTIVE,PARTICIPLE,SINGULAR
liviano	2187,ADJECTIVE,NOUN,SINGULAR
falange	2180,NOUN,SINGULAR
atrofia	2179,NOUN,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SINGULAR
fieltro	2179,NOUN,SINGULAR
prefijo	2176,NOUN,ADJECTIVE,VERB,SINGULAR
cerilla	2172,NOUN,SINGULAR
ladrido	2170,NOUN,SINGULAR
rosados	2170,ADJECTIVE
varilla	2170,NOUN,SINGULAR
matizar	2169,VERB
sexista	2165,ADJECTIVE,NOUN,SINGULAR
bonanza	2160,NOUN,SINGULAR
fosfato	2160,NOUN,VERB,SINGULAR
lagarto	2158,NOUN,SINGULAR
medular	2158,ADJECTIVE
ecuador	2157,NOUN,SINGULAR
tsunami	2152,NOUN,SINGULAR
inmundo	2149,ADJECTIVE
mineras	2149,ADJECTIVE,NOUN,PLURAL
tintero	2141,NOUN,SINGULAR
turbina	2141,NOUN,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SINGULAR
gastada	2137,ADJECTIVE,PARTICIPLE
andante	2132,ADJECTIVE,NOUN,ADVERB,SINGULAR
lanzada	2132,NOUN,ADJECTIVE,PARTICIPLE,SINGULAR
recaudo	2131,NOUN,VERB,SINGULAR
lujosos	2130,ADJECTIVE
pasivas	2130,ADJECTIVE
binomio	2127,ADJECTIVE,NOUN,SINGULAR
acomodo	2124,NOUN,VERB,SINGULAR
esgrima	2123,NOUN,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SINGULAR,SUBJ
atentar	2118,VERB
becerro	2118,NOUN,SINGULAR
piadosa	2113,ADJECTIVE
pitillo	2111,NOUN,SINGULAR
certera	2108,ADJECTIVE
perilla	2108,NOUN,SINGULAR
amargos	2106,ADJECTIVE,NOUN,PLURAL
colador	2106,NOUN,SINGULAR
aderezo	2105,NOUN,VERB,SINGULAR
profano	2105,ADJECTIVE,NOUN,VERB,SINGULAR
raqueta	2101,NOUN,SINGULAR
fruncir	2097,VERB
inhibir	2097,VERB
rotonda	2095,NOUN,SINGULAR
teclear	2092,VERB
esquivo	2090,ADJECTIVE,VERB
bombero	2087,NOUN,SINGULAR
gaseosa	2087,NOUN,ADJECTIVE,SINGULAR
enfadar	2086,VERB
funesta	2084,ADJECTIVE
barraca	2082,NOUN,SINGULAR
viables	2082,ADJECTIVE
ladrona	2076,NOUN,ADJECTIVE,SINGULAR
esquiva	2074,ADJECTIVE,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM
hablada	2072,ADJECTIVE,PARTICIPLE
alinear	2070,VERB
metidas	2068,ADJECTIVE,PARTICIPLE
contada	2064,ADJECTIVE,PARTICIPLE
