siempre	1012426,ADVERB
mapache	893,NOUN,SINGULAR
obscena	893,ADJECTIVE
fluidas	892,ADJECTIVE,PARTICIPLE
habidas	892,PARTICIPLE
ominosa	892,ADJECTIVE
rodante	892,ADJECTIVE
combine	891,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SUBJ
felpudo	891,NOUN,SINGULAR
licitud	891,NOUN,SINGULAR
sustrae	891,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM
concibo	890,VERB
default	890,NOUN,SINGULAR
detesta	890,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM
molidas	890,ADJECTIVE,PARTICIPLE
venirme	890,VERB,INF
resorts	889,NOUN,PLURAL
voceros	889,NOUN,PLURAL
cagando	888,VERB,INFLECTED_FORM,PRES_PART
pilotes	888,NOUN,VERB,INFLECTED_FORM,PLURAL,SUBJ
tonales	888,ADJECTIVE
estrena	887,NOUN,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SINGULAR
recalca	887,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM
abogaba	886,VERB,3PS,INFLECTED_FORM
alzadas	886,ADJECTIVE,NOUN,PARTICIPLE,PLURAL
charola	886,NOUN,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SINGULAR
pasasen	886,VERB,INFLECTED_FORM,SUBJ
leptina	885,NOUN,SINGULAR
acueste	884,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SUBJ
escapen	884,VERB,FORM_OF,IMP,INFLECTED_FORM,SUBJ
florida	884,ADJECTIVE
friends	884,NOUN,PLURAL
coqueto	883,ADJECTIVE,NOUN,SINGULAR
filtran	883,VERB
salinas	883,ADJECTIVE,NOUN,PLURAL
abyecto	882,ADJECTIVE
pululan	882,VERB
etileno	881,NOUN,SINGULAR
ingrese	881,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SUBJ
jugosos	881,ADJECTIVE
robaste	881,VERB,INFLECTED_FORM,PAST
cohecho	880,NOUN,VERB,SINGULAR
brincos	879,NOUN,PLURAL
martini	879,NOUN,SINGULAR
postrer	879,ADJECTIVE
noruega	878,NOUN,ADJECTIVE,SINGULAR
tablado	878,NOUN,PARTICIPLE,SINGULAR
imputan	876,VERB
penetre	876,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SUBJ
radique	876,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SUBJ
inflama	875,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM
plugins	875,NOUN,PLURAL
recrean	875,VERB
relator	875,NOUN,SINGULAR
bordean	874,VERB
convexo	874,ADJECTIVE
cumplas	874,VERB,INFLECTED_FORM,SUBJ
guiarla	874,VERB,INF
lavaban	874,VERB
abdicar	873,VERB
plasman	873,VERB
versado	873,ADJECTIVE,PARTICIPLE
vertida	873,PARTICIPLE
apagara	872,VERB,3PS,INFLECTED_FORM,SUBJ
borrada	872,ADJECTIVE,PARTICIPLE
coaxial	872,ADJECTIVE
desmaya	872,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM
asomada	871,PARTICIPLE
erigida	871,PARTICIPLE
cederle	870,VERB,INF
latirle	870,VERB,INF
teucros	870,ADJECTIVE,NOUN,PLURAL
ventoso	870,ADJECTIVE,NOUN,SINGULAR
afamado	869,ADJECTIVE,PARTICIPLE
broches	869,NOUN,PLURAL
canasto	869,NOUN,SINGULAR
frazada	869,NOUN,SINGULAR
marchen	869,VERB,FORM_OF,IMP,INFLECTED_FORM,SUBJ
venados	869,NOUN,PLURAL
apuraba	868,VERB,3PS,INFLECTED_FORM
crearlo	868,VERB,INF
pidamos	868,VERB,FORM_OF,IMP,INFLECTED_FORM,SUBJ
trading	868,NOUN,SINGULAR
curvado	867,ADJECTIVE,PARTICIPLE
rumorea	867,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM
entabla	866,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM
viriles	866,ADJECTIVE
biquini	865,NOUN,SINGULAR
alteren	864,VERB,FORM_OF,IMP,INFLECTED_FORM,SUBJ
andadas	864,NOUN,PARTICIPLE,PLURAL
detonar	864,VERB
mirones	864,ADJECTIVE,NOUN,PLURAL
acosada	863,ADJECTIVE,PARTICIPLE
clarito	863,ADJECTIVE
deponer	863,VERB
drogada	863,ADJECTIVE,PARTICIPLE
maduran	863,VERB
marisma	863,NOUN,SINGULAR
civismo	862,NOUN,SINGULAR
cuajado	861,PARTICIPLE
plebeyo	860,ADJECTIVE,NOUN,SINGULAR
reanuda	860,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM
tupidas	860,ADJECTIVE,PARTICIPLE
luceros	859,NOUN,PLURAL
exnovia	858,NOUN,SINGULAR
neutras	858,ADJECTIVE
recurra	858,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SUBJ
western	858,NOUN,SINGULAR
dotando	857,VERB,INFLECTED_FORM,PRES_PART
tiritar	857,VERB
represa	856,NOUN,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SINGULAR
rizados	856,ADJECTIVE,NOUN,PARTICIPLE,PLURAL
sanando	856,VERB,INFLECTED_FORM,PRES_PART
yogures	856,NOUN,PLURAL
residan	855,VERB,FORM_OF,IMP,INFLECTED_FORM,SUBJ
viajera	855,NOUN,ADJECTIVE,SINGULAR
emporio	854,NOUN,SINGULAR
realizo	854,VERB
sueltes	854,VERB,INFLECTED_FORM,SUBJ
instale	852,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SUBJ
demande	851,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SUBJ
ingiere	851,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM
alegras	850,VERB
batidas	850,ADJECTIVE,NOUN,PARTICIPLE,PLURAL
condene	850,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SUBJ
emanada	850,PARTICIPLE
minibar	850,NOUN,SINGULAR
surcada	849,PARTICIPLE
tozudez	849,NOUN,SINGULAR
basalto	848,NOUN,SINGULAR
capitan	848,NOUN,SINGULAR
tentaba	848,VERB,3PS,INFLECTED_FORM
cerrase	846,VERB,3PS,INFLECTED_FORM,SUBJ
coliseo	846,NOUN,SINGULAR
halagar	846,VERB
sedante	846,ADJECTIVE,NOUN,SINGULAR
tiritas	846,NOUN,VERB,PLURAL
erizada	845,ADJECTIVE,PARTICIPLE
ganarlo	844,VERB,INF
insomne	844,ADJECTIVE,NOUN,SINGULAR
lombriz	844,NOUN,SINGULAR
dejaros	843,VERB,INF
influya	843,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SUBJ
collado	842,NOUN,SINGULAR
jamones	842,NOUN,PLURAL
viviste	842,VERB,INFLECTED_FORM,PAST
arriero	841,NOUN,SINGULAR
impunes	841,ADJECTIVE
conexas	840,ADJECTIVE
reacios	840,ADJECTIVE
trances	840,NOUN,VERB,INFLECTED_FORM,PLURAL,SUBJ
veganas	840,ADJECTIVE,NOUN,PLURAL
casaras	839,VERB,INFLECTED_FORM,SUBJ
hatillo	839,NOUN,SINGULAR
ventero	839,NOUN,SINGULAR
basaron	838,VERB,INFLECTED_FORM,PAST
evasiva	838,NOUN,ADJECTIVE,SINGULAR
meneaba	838,VERB,3PS,INFLECTED_FORM
psiquis	838,NOUN,SINGULAR
colgajo	837,NOUN,SINGULAR
mermada	837,PARTICIPLE
rinitis	837,NOUN,SINGULAR
vengado	837,PARTICIPLE
penados	836,ADJECTIVE,NOUN,PARTICIPLE,PLURAL
profusa	836,ADJECTIVE
pulidos	836,ADJECTIVE,PARTICIPLE
tiovivo	835,NOUN,SINGULAR
ataquen	834,VERB,FORM_OF,IMP,INFLECTED_FORM,SUBJ
curarlo	834,VERB,INF
prestos	834,ADJECTIVE
valijas	834,NOUN,PLURAL
planeas	833,VERB
moldean	832,VERB
vueltos	832,NOUN,PARTICIPLE,PLURAL
ignoras	831,VERB
repique	831,NOUN,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SINGULAR,SUBJ
retiren	831,VERB,FORM_OF,IMP,INFLECTED_FORM,SUBJ
anillas	829,NOUN,VERB,PLURAL
sufijos	829,ADJECTIVE,NOUN,PLURAL
velados	829,PARTICIPLE
alivian	828,VERB
chanzas	828,NOUN,PLURAL
echemos	828,VERB,FORM_OF,IMP,INFLECTED_FORM,SUBJ
escroto	828,NOUN,SINGULAR
redadas	828,NOUN,PLURAL
duodeno	827,NOUN,SINGULAR
tenista	827,NOUN,SINGULAR
trajese	827,VERB,3PS,INFLECTED_FORM,SUBJ
agolpan	826,VERB
armador	826,NOUN,SINGULAR
echaste	825,VERB,INFLECTED_FORM,PAST
lechoso	825,ADJECTIVE,NOUN,SINGULAR
leyeran	825,VERB,INFLECTED_FORM,SUBJ
oloroso	825,ADJECTIVE,NOUN,SINGULAR
incurra	824,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SUBJ
juliana	824,NOUN,ADJECTIVE,SINGULAR
cabeceo	823,NOUN,VERB,SINGULAR
gozamos	823,VERB,INFLECTED_FORM,PAST
muescas	823,NOUN,PLURAL
padezca	823,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SUBJ
retales	823,NOUN,VERB,IMP,INFLECTED_FORM,PLURAL
tintura	823,NOUN,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SINGULAR
arcabuz	822,NOUN,SINGULAR
dijesen	822,VERB,INFLECTED_FORM,SUBJ
acotada	820,ADJECTIVE,PARTICIPLE
arboles	820,VERB,INFLECTED_FORM,SUBJ
cursado	820,ADJECTIVE,PARTICIPLE
herirla	820,VERB,INF
melenas	820,NOUN,PLURAL
esconda	819,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SUBJ
tamales	819,ADJECTIVE,NOUN,PLURAL
taninos	818,NOUN,PLURAL
caninos	817,ADJECTIVE,NOUN,PLURAL
cumples	817,NOUN,VERB,PLURAL
valoren	817,VERB,FORM_OF,IMP,INFLECTED_FORM,SUBJ
cabalga	816,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM
cajitas	816,NOUN,PLURAL
simulan	816,VERB
juergas	815,NOUN,PLURAL
lavadas	815,NOUN,PARTICIPLE,PLURAL
viejito	815,ADJECTIVE
manilla	814,NOUN,SINGULAR
curarla	813,VERB,INF
nieguen	813,VERB,FORM_OF,IMP,INFLECTED_FORM,SUBJ
radares	813,NOUN,PLURAL
avezado	812,ADJECTIVE,PARTICIPLE
incline	812,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SUBJ
puntito	812,NOUN,SINGULAR
usurpar	812,VERB
canaria	811,NOUN,ADJECTIVE,SINGULAR
frenaba	811,VERB,3PS,INFLECTED_FORM
absceso	809,NOUN,SINGULAR
empates	809,NOUN,VERB,INFLECTED_FORM,PLURAL,SUBJ
gustosa	809,ADJECTIVE
lavarte	809,VERB,INF
andador	808,ADJECTIVE,NOUN,SINGULAR
privaba	808,VERB,3PS,INFLECTED_FORM
cursaba	807,VERB,3PS,INFLECTED_FORM
insulta	807,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM
sumarle	807,VERB,INF
agranda	806,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM
baldosa	806,NOUN,SINGULAR
lesiona	806,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM
ociosas	806,ADJECTIVE,NOUN,PLURAL
regados	806,PARTICIPLE
excitan	805,VERB
surfear	805,VERB
taparme	805,VERB,INF
finitos	804,ADJECTIVE
robarte	804,VERB,INF
truchas	804,ADJECTIVE,NOUN,PLURAL
acomode	803,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SUBJ
cachete	803,NOUN,SINGULAR
compare	803,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SUBJ
opresor	803,NOUN,SINGULAR
ahorran	802,VERB
bucales	802,ADJECTIVE
dilatan	802,VERB
odiarme	802,VERB,INF
juntura	800,NOUN,SINGULAR
otomana	800,ADJECTIVE
eslavos	798,ADJECTIVE,NOUN,PLURAL
salvada	798,PARTICIPLE
bajarlo	797,VERB,INF
burrito	797,NOUN,SINGULAR
hervido	797,NOUN,PARTICIPLE,SINGULAR
picaban	797,VERB
treguas	797,NOUN,PLURAL
amargor	796,NOUN,SINGULAR
mayoral	796,NOUN,SINGULAR
vetusto	796,ADJECTIVE
bellota	795,NOUN,SINGULAR
comiste	795,VERB,INFLECTED_FORM,PAST
deprime	795,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM
encomio	795,NOUN,VERB,SINGULAR
pollito	794,NOUN,SINGULAR
bocazas	793,NOUN,SINGULAR
coronal	793,ADJECTIVE,NOUN,SINGULAR
dentada	793,ADJECTIVE,PARTICIPLE
batidor	792,NOUN,SINGULAR
rasgado	792,NOUN,PARTICIPLE,SINGULAR
flirteo	791,NOUN,VERB,SINGULAR
regidas	791,PARTICIPLE
sangres	791,NOUN,VERB,INFLECTED_FORM,PLURAL,SUBJ
campera	790,NOUN,ADJECTIVE,SINGULAR
discuto	790,VERB
estasis	790,NOUN,SINGULAR
extinga	790,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SUBJ
falsear	790,VERB
moteado	790,ADJECTIVE,PARTICIPLE
repunte	790,NOUN,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SINGULAR,SUBJ
anudada	788,PARTICIPLE
reitero	788,VERB
acumule	787,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SUBJ
alcobas	787,NOUN,PLURAL
delator	787,ADJECTIVE,NOUN,SINGULAR
flagelo	787,NOUN,VERB,SINGULAR
agravan	786,VERB
circule	786,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SUBJ
frenazo	786,NOUN,SINGULAR
gaznate	786,NOUN,SINGULAR
navarro	786,ADJECTIVE,NOUN,SINGULAR
pedante	786,ADJECTIVE,NOUN,SINGULAR
plegado	786,PARTICIPLE
terceto	786,NOUN,SINGULAR
capitel	785,NOUN,SINGULAR
compota	782,NOUN,SINGULAR
derrita	782,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SUBJ
enredan	782,VERB
modorra	782,NOUN,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SINGULAR
ardores	781,NOUN,PLURAL
deforma	781,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM
valoras	781,VERB
botando	780,VERB,INFLECTED_FORM,PRES_PART
decanta	780,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM
trancas	780,NOUN,VERB,PLURAL
salirle	779,VERB,INF
durazno	778,NOUN,SINGULAR
fichaje	778,NOUN,SINGULAR
medusas	778,NOUN,PLURAL
altivos	776,ADJECTIVE
excluya	776,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SUBJ
hartado	776,PARTICIPLE
pirueta	776,NOUN,SINGULAR
sofrito	776,NOUN,PARTICIPLE,SINGULAR
taparon	776,VERB,INFLECTED_FORM,PAST
herirlo	775,VERB,INF
meseros	775,NOUN,PLURAL
abundar	774,VERB
barrica	774,NOUN,SINGULAR
ganaste	774,VERB,INFLECTED_FORM,PAST
indemne	774,ADJECTIVE
acacias	773,NOUN,PLURAL
clarear	773,VERB
danzaba	773,VERB,3PS,INFLECTED_FORM
escasea	773,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM
fiambre	772,NOUN,SINGULAR
volamos	772,VERB,INFLECTED_FORM,PAST
calleja	771,NOUN,SINGULAR
estanca	771,ADJECTIVE,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM
pinches	771,ADJECTIVE,NOUN,VERB,INFLECTED_FORM,PLURAL,SUBJ
reventa	771,NOUN,SINGULAR
enrolla	770,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM
fuerzan	770,VERB
olorosa	770,ADJECTIVE
sazonar	768,VERB
devenga	767,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SUBJ
vivirse	767,VERB,INF
plumero	766,NOUN,SINGULAR
difusor	765,ADJECTIVE,NOUN,SINGULAR
oprimen	765,VERB
solapan	765,VERB
sostuvo	765,VERB,3PS,INFLECTED_FORM,PAST
salirte	764,VERB,INF
equipar	763,VERB
admitan	762,VERB,FORM_OF,IMP,INFLECTED_FORM,SUBJ
dotarse	762,VERB,INF
empalme	762,NOUN,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SINGULAR,SUBJ
enfilar	762,VERB
venirte	762,VERB,INF
bisagra	761,NOUN,SINGULAR
hebreas	761,ADJECTIVE,NOUN,PLURAL
inculto	761,ADJECTIVE
novicio	760,NOUN,SINGULAR
saciada	760,PARTICIPLE
brumosa	759,ADJECTIVE
haberos	759,VERB,INF
repisas	759,NOUN,VERB,PLURAL
sugiera	759,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SUBJ
viniere	759,VERB,3PS,INFLECTED_FORM,SUBJ
zarista	759,ADJECTIVE,NOUN,SINGULAR
gordito	758,ADJECTIVE
llorara	758,VERB,3PS,INFLECTED_FORM,SUBJ
relevar	758,VERB
ruidito	758,NOUN,SINGULAR
arconte	757,NOUN,SINGULAR
impugna	757,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM
insulsa	757,ADJECTIVE
quitase	757,VERB,3PS,INFLECTED_FORM,SUBJ
adosado	756,ADJECTIVE,PARTICIPLE
atracos	756,NOUN,PLURAL
auroras	755,NOUN,PLURAL
celebro	755,VERB
laminar	755,ADJECTIVE,VERB
creaste	754,VERB,INFLECTED_FORM,PAST
erudita	754,NOUN,ADJECTIVE,SINGULAR
mollera	754,NOUN,SINGULAR
morfema	754,NOUN,SINGULAR
primado	754,PARTICIPLE
retinas	754,NOUN,PLURAL
buzones	753,NOUN,PLURAL
decreta	753,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM
diurnas	753,ADJECTIVE
peludos	753,ADJECTIVE,NOUN,PLURAL
castizo	752,ADJECTIVE
liberen	752,VERB,FORM_OF,IMP,INFLECTED_FORM,SUBJ
bronces	751,NOUN,PLURAL
cupiera	751,VERB,3PS,INFLECTED_FORM,SUBJ
mudarte	751,VERB,INF
retoque	751,NOUN,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SINGULAR,SUBJ
tajadas	751,ADJECTIVE,NOUN,PARTICIPLE,PLURAL
encoger	750,VERB
noveles	749,ADJECTIVE,NOUN,VERB,INFLECTED_FORM,PLURAL,SUBJ
duerman	748,VERB,FORM_OF,IMP,INFLECTED_FORM,SUBJ
efusiva	748,ADJECTIVE
rebelan	748,VERB
curados	746,ADJECTIVE,PARTICIPLE
derogan	746,VERB
minando	746,VERB,INFLECTED_FORM,PRES_PART
ramales	746,NOUN,PLURAL
secaron	746,VERB,INFLECTED_FORM,PAST
carnoso	745,ADJECTIVE
destajo	745,NOUN,VERB,SINGULAR
egresos	745,NOUN,PLURAL
torpedo	745,NOUN,SINGULAR
lucirse	744,VERB,INF
cedente	743,NOUN,ADJECTIVE,SINGULAR
chacras	743,NOUN,PLURAL
dejabas	743,VERB
matasen	743,VERB,INFLECTED_FORM,SUBJ
piragua	743,NOUN,SINGULAR
visiten	743,VERB,FORM_OF,IMP,INFLECTED_FORM,SUBJ
amenace	742,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SUBJ
cegados	742,PARTICIPLE
dedillo	742,NOUN,SINGULAR
fariseo	742,NOUN,SINGULAR
lamerle	742,VERB,INF
rotando	742,VERB,INFLECTED_FORM,PRES_PART
ahijada	741,NOUN,PARTICIPLE,SINGULAR
basamos	741,VERB,INFLECTED_FORM,PAST
deshice	741,VERB,INFLECTED_FORM,PAST
deslice	741,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SUBJ
impasse	741,NOUN,SINGULAR
miosina	741,NOUN,SINGULAR
destila	740,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM
detenta	740,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM
mixtura	740,NOUN,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SINGULAR
onerosa	740,ADJECTIVE
rameras	740,NOUN,PLURAL
guiarlo	739,VERB,INF
vampira	739,NOUN,SINGULAR
arengas	738,NOUN,VERB,PLURAL
formase	738,VERB,3PS,INFLECTED_FORM,SUBJ
monacal	737,ADJECTIVE
diluyen	736,VERB
poneros	736,VERB,INF
barajar	735,VERB
boniato	735,NOUN,SINGULAR
garrafa	735,NOUN,SINGULAR
hojeaba	735,VERB,3PS,INFLECTED_FORM
retocar	735,VERB
retumba	735,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM
asomara	734,VERB,3PS,INFLECTED_FORM,SUBJ
impares	734,ADJECTIVE,NOUN,PLURAL
reversa	734,NOUN,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SINGULAR
perecen	733,VERB
profeso	733,VERB
abocada	732,ADJECTIVE,PARTICIPLE
defecar	732,VERB
miedoso	732,ADJECTIVE,NOUN,SINGULAR
armaban	731,VERB
airadas	730,ADJECTIVE,PARTICIPLE
culpado	730,PARTICIPLE
acelgas	729,NOUN,PLURAL
evasivo	729,ADJECTIVE
indiana	729,NOUN,ADJECTIVE,SINGULAR
lideran	729,VERB
platito	729,NOUN,SINGULAR
estalle	728,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SUBJ
exporta	728,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM
perdure	728,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SUBJ
regateo	728,NOUN,VERB,SINGULAR
risible	728,ADJECTIVE
cazaban	727,VERB
cierras	727,VERB
confeti	727,NOUN,SINGULAR
berlina	726,NOUN,SINGULAR
alterno	725,ADJECTIVE,VERB
cuelgue	725,NOUN,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SINGULAR,SUBJ
desatan	725,VERB
vallado	725,NOUN,PARTICIPLE,SINGULAR
estarle	724,VERB,INF
alegada	723,PARTICIPLE
granado	723,ADJECTIVE,PARTICIPLE,NOUN,SINGULAR
mezclen	723,VERB,FORM_OF,IMP,INFLECTED_FORM,SUBJ
porches	723,NOUN,PLURAL
puntada	723,NOUN,PARTICIPLE,SINGULAR
bengala	722,NOUN,SINGULAR
holgado	722,ADJECTIVE,PARTICIPLE
quintas	722,ADJECTIVE,NOUN,PLURAL
daditos	721,NOUN,PLURAL
dechado	720,NOUN,SINGULAR
fusiona	720,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM
graduar	720,VERB
suelten	720,VERB,FORM_OF,IMP,INFLECTED_FORM,SUBJ
citaron	719,VERB,INFLECTED_FORM,PAST
empapar	719,VERB
litigar	719,VERB
temidos	719,PARTICIPLE
criaban	718,VERB
obrador	718,NOUN,SINGULAR
pedirla	718,VERB,INF
sesgado	718,ADJECTIVE,PARTICIPLE
ultimar	717,VERB
unirlos	717,VERB,INF
boleros	716,NOUN,PLURAL
ensalmo	716,NOUN,SINGULAR
opereta	716,NOUN,SINGULAR
frutero	715,ADJECTIVE,NOUN,SINGULAR
lloroso	715,ADJECTIVE
gacelas	714,NOUN,PLURAL
genomas	714,NOUN,PLURAL
malsano	714,ADJECTIVE
revelen	714,VERB,FORM_OF,IMP,INFLECTED_FORM,SUBJ
serenas	714,ADJECTIVE,NOUN,VERB,PLURAL
duchaba	713,VERB,3PS,INFLECTED_FORM
explote	713,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SUBJ
temerle	713,VERB,INF
avancen	712,VERB,FORM_OF,IMP,INFLECTED_FORM,SUBJ
palazzo	711,NOUN,SINGULAR
pediros	711,VERB,INF
encinas	710,NOUN,PLURAL
miraste	710,VERB,INFLECTED_FORM,PAST
mudando	710,VERB,INFLECTED_FORM,PRES_PART
pervive	710,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM
hinchan	709,VERB,FORM_OF,IMP,INFLECTED_FORM,SUBJ
tejedor	709,NOUN,SINGULAR
flojera	708,NOUN,SINGULAR
muramos	708,VERB,FORM_OF,IMP,INFLECTED_FORM,PAST,SUBJ
reniega	708,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM
afiches	707,NOUN,PLURAL
barrial	707,ADJECTIVE,NOUN,SINGULAR
circulo	707,VERB
maicena	707,NOUN,SINGULAR
negrito	707,NOUN,ADJECTIVE,SINGULAR
ganadas	706,ADJECTIVE,NOUN,PARTICIPLE,PLURAL
resigna	706,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM
velaban	706,VERB
chicles	705,NOUN,PLURAL
deditos	705,NOUN,PLURAL
esprint	705,NOUN,SINGULAR
expidan	705,VERB,FORM_OF,IMP,INFLECTED_FORM,SUBJ
insulso	705,ADJECTIVE
plantan	705,VERB
poderla	705,VERB,INF
reyerta	705,NOUN,SINGULAR
chancho	703,NOUN,ADJECTIVE,SINGULAR
apremia	702,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM
acechar	701,VERB
ardiera	701,VERB,3PS,INFLECTED_FORM,SUBJ
examino	701,VERB
rapaces	701,ADJECTIVE,NOUN,PLURAL
sainete	701,NOUN,SINGULAR
alarmar	700,VERB
patrias	700,ADJECTIVE,NOUN,PLURAL
aborden	698,VERB,FORM_OF,IMP,INFLECTED_FORM,SUBJ
arrugar	698,VERB
cosidos	698,NOUN,PARTICIPLE,PLURAL
creedme	698,VERB,IMP,INFLECTED_FORM
fibrina	697,NOUN,SINGULAR
granero	697,NOUN,SINGULAR
trastes	697,NOUN,PLURAL
usurero	697,NOUN,SINGULAR
acuosos	696,ADJECTIVE
apruebo	696,VERB
moraban	695,VERB
prontos	695,ADJECTIVE
curvaba	694,VERB,3PS,INFLECTED_FORM
embuste	694,NOUN,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SINGULAR
finitas	692,ADJECTIVE
jugaran	692,VERB,INFLECTED_FORM,SUBJ
mocosos	692,ADJECTIVE,NOUN,PLURAL
cunetas	691,NOUN,PLURAL
caterva	690,NOUN,SINGULAR
deshaga	690,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SUBJ
elabore	690,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SUBJ
avalado	689,PARTICIPLE
cargara	689,VERB,3PS,INFLECTED_FORM,SUBJ
guisado	689,NOUN,PARTICIPLE,SINGULAR
torreta	689,NOUN,SINGULAR
sagaces	688,ADJECTIVE
tapetes	688,NOUN,PLURAL
anulaba	687,VERB,3PS,INFLECTED_FORM
azulejo	687,ADJECTIVE,NOUN,VERB,SINGULAR
neveras	686,NOUN,PLURAL
atiendo	685,VERB
fomente	685,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SUBJ
comparo	684,VERB
jalando	684,VERB,INFLECTED_FORM,PRES_PART
odiarla	684,VERB,INF
pisaron	684,VERB,INFLECTED_FORM,PAST
rozarle	684,VERB,INF
tersura	684,NOUN,SINGULAR
animosa	683,ADJECTIVE
asiendo	683,VERB,INFLECTED_FORM,PRES_PART
prenden	683,VERB,FORM_OF,IMP,INFLECTED_FORM,SUBJ
deshago	682,VERB
fanegas	682,NOUN,PLURAL
publico	682,VERB
triunfe	682,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SUBJ
aquejan	681,VERB
ostente	681,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SUBJ
pedirse	681,VERB,INF
vincule	681,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SUBJ
fumarse	680,VERB,INF
gozosos	680,ADJECTIVE
gravosa	680,ADJECTIVE
helecho	680,NOUN,SINGULAR
lechosa	680,NOUN,ADJECTIVE,SINGULAR
quejoso	680,ADJECTIVE
besaste	679,VERB,INFLECTED_FORM,PAST
debidos	679,ADJECTIVE,PARTICIPLE
retenga	679,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SUBJ
sarcoma	679,NOUN,SINGULAR
whiskey	679,NOUN,SINGULAR
casetes	678,NOUN,PLURAL
rasgaba	678,VERB,3PS,INFLECTED_FORM
